added_on_year,type,bedrooms,bathrooms,town,price
2024,Terraced Duplex,4,4.0,Asokoro District,200000000.0
2024,Detached Duplex,6,6.0,Apo,520000000.0
2024,Terraced Duplex,4,4.0,Jahi,270000000.0
2024,Detached Duplex,6,6.0,Asokoro District,800000000.0
2024,Terraced Duplex,4,4.0,Guzape District,270000000.0
2024,Detached Duplex,6,6.0,Asokoro District,650000000.0
2024,Detached Duplex,6,6.0,Asokoro District,1500000000.0
2024,Terraced Duplex,5,5.0,Guzape District,250000000.0
2024,Detached Duplex,7,7.0,Asokoro District,1500000000.0
2024,Terraced Duplex,5,5.0,Guzape District,350000000.0
2024,Terraced Duplex,4,4.0,Durumi,150000000.0
2024,Detached Duplex,7,7.0,Guzape District,2800000000.0
2024,Detached Bungalow,4,4.0,Kaura,160000000.0
2024,Flat / Apartment,3,3.0,Durumi,140000000.0
2024,Terraced Duplex,4,4.0,Jahi,265000000.0
2024,Detached Duplex,7,7.0,Guzape District,1700000000.0
2024,Detached Duplex,5,6.0,Gaduwa,500000000.0
2024,Terraced Duplex,4,4.0,Durumi,350000000.0
2024,Terraced Duplex,4,4.0,Katampe,550670280.0
2024,Terraced Duplex,4,4.0,Lokogoma District,151622000.0
2024,Terraced Duplex,3,3.0,Lokogoma District,115770220.0
2024,Terraced Duplex,4,5.0,Gaduwa,150000000.0
2024,Detached Duplex,5,6.0,Asokoro District,700000000.0
2024,Terraced Duplex,4,5.0,Gwarinpa,120000000.0
2024,Detached Bungalow,3,4.0,Lokogoma District,100000000.0
2024,Terraced Duplex,5,6.0,Life Camp,200000000.0
2024,Detached Duplex,7,7.0,Maitama District,3500000000.0
2024,Detached Duplex,7,8.0,Maitama District,4700000000.0
2024,Detached Duplex,6,7.0,Wuye,1400000000.0
2024,Detached Duplex,7,7.0,Wuse 2,8000000000.0
2024,Terraced Duplex,5,6.0,Wuye,360000000.0
2024,Terraced Duplex,4,5.0,Gwarinpa,150000000.0
2024,Detached Duplex,4,4.0,Lugbe District,95000000.0
2024,Terraced Duplex,5,5.0,Galadimawa,230000000.0
2024,Terraced Duplex,4,4.0,Jahi,200000000.0
2024,Detached Duplex,7,7.0,Guzape District,1500000000.0
2024,Detached Duplex,7,7.0,Asokoro District,600000000.0
2024,Detached Duplex,5,5.0,Guzape District,450000000.0
2024,Detached Duplex,4,4.0,Katampe,270000000.0
2024,Terraced Duplex,6,6.0,Guzape District,350000000.0
2024,Detached Duplex,4,4.0,Kukwaba,550000000.0
2024,Terraced Duplex,4,4.0,Jahi,170000000.0
2024,Detached Duplex,5,5.0,Guzape District,500000000.0
2024,Detached Duplex,5,5.0,Asokoro District,500000000.0
2024,Terraced Duplex,4,5.0,Jahi,300000000.0
2024,Detached Duplex,5,6.0,Jahi,350000000.0
2024,Terraced Duplex,4,4.0,Jahi,280000000.0
2024,Terraced Duplex,4,4.0,Jabi,400000000.0
2024,Terraced Duplex,3,3.0,Karmo,75000000.0
2024,Terraced Duplex,3,3.0,Guzape District,14500000000.0
2024,Detached Duplex,5,5.0,Lugbe District,150000000.0
2024,Flat / Apartment,3,4.0,Gwarinpa,30000000.0
2024,Terraced Duplex,2,2.0,Lokogoma District,70000000.0
2024,Detached Duplex,5,5.0,Kado,250000000.0
2024,Flat / Apartment,3,4.0,Gwarinpa,30000000.0
2024,Detached Bungalow,3,3.0,Lokogoma District,135000000.0
2024,Detached Duplex,6,6.0,Apo,350000000.0
2024,Detached Duplex,5,5.0,Kubwa,128000000.0
2024,Terraced Duplex,2,2.0,Kubwa,64000000.0
2023,Terraced Duplex,3,3.0,Kubwa,72000000.0
2024,Terraced Duplex,4,4.0,Jahi,350000000.0
2024,Detached Duplex,5,5.0,Guzape District,350000000.0
2024,Terraced Duplex,4,4.0,Jahi,300000000.0
2024,Detached Duplex,4,4.0,Apo,380000000.0
2024,Detached Duplex,6,6.0,Wuse 2,2000000000.0
2024,Detached Duplex,6,7.0,Asokoro District,1600000000.0
2024,Terraced Duplex,4,4.0,Jahi,270000000.0
2024,Terraced Duplex,4,4.0,Jahi,220000000.0
2024,Terraced Duplex,4,4.0,Jahi,400000000.0
2024,Terraced Duplex,3,3.0,Karmo,75000000.0
2024,Detached Bungalow,3,3.0,Other,145000000.0
2024,Flat / Apartment,3,3.0,Mabushi,85000000.0
2024,Terraced Duplex,4,4.0,Jahi,320000000.0
2024,Detached Duplex,5,5.0,Wuye,400000000.0
2024,Flat / Apartment,3,3.0,Kado,140000000.0
2024,Flat / Apartment,3,3.0,Mabushi,150000000.0
2024,Detached Duplex,5,5.0,Guzape District,800000000.0
2023,Terraced Duplex,4,4.0,Jahi,180000000.0
2024,Detached Duplex,5,5.0,Gaduwa,270000000.0
2024,Terraced Duplex,4,5.0,Jahi,300000000.0
2024,Terraced Duplex,4,4.0,Jahi,350000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,165000000.0
2024,Flat / Apartment,3,4.0,Katampe,120000000.0
2024,Flat / Apartment,1,2.0,Katampe,73300000.0
2024,Detached Bungalow,3,3.0,Kubwa,75000000.0
2024,Detached Duplex,4,4.0,Dakwo,180000000.0
2024,Detached Duplex,5,5.0,Wuse 2,1900000000.0
2024,Flat / Apartment,1,1.0,Apo,25000000.0
2024,Terraced Duplex,4,4.0,Jahi,180000000.0
2024,Detached Duplex,5,5.0,Katampe,500000000.0
2024,Detached Duplex,4,4.0,Gwarinpa,125000000.0
2024,Flat / Apartment,3,3.0,Jahi,65000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,160000000.0
2024,Flat / Apartment,2,3.0,Kyami,18500000.0
2024,Detached Duplex,4,4.0,Apo,350000000.0
2024,Detached Duplex,4,4.0,Gaduwa,90000000.0
2024,Flat / Apartment,3,4.0,Katampe,120000000.0
2024,Terraced Duplex,6,6.0,Asokoro District,10000000000.0
2024,Detached Duplex,5,5.0,Maitama District,2200000000.0
2024,Detached Duplex,7,8.0,Wuse 2,8000000000.0
2024,Detached Duplex,7,8.0,Guzape District,1500000000.0
2024,Detached Duplex,4,4.0,Lokogoma District,240000000.0
2024,Detached Duplex,4,4.0,Guzape District,350000000.0
2024,Detached Duplex,5,5.0,Gwarinpa,150000000.0
2024,Terraced Duplex,3,4.0,Kaura,85000000.0
2024,Terraced Duplex,5,6.0,Kaura,150000000.0
2024,Detached Duplex,8,9.0,Gwarinpa,700000000.0
2024,Detached Duplex,5,5.0,Galadimawa,360000000.0
2024,Detached Duplex,7,7.0,Gwarinpa,480000000.0
2024,Detached Duplex,6,7.0,Guzape District,1000000000.0
2024,Detached Duplex,5,6.0,Gwarinpa,300000000.0
2024,Detached Duplex,5,5.0,Gwarinpa,400000000.0
2024,Detached Duplex,7,7.0,Maitama District,4600000000.0
2024,Detached Duplex,5,5.0,Katampe,1300000000.0
2024,Terraced Duplex,3,3.0,Kyami,42000000.0
2024,Terraced Duplex,3,3.0,Kyami,35837431.0
2024,Flat / Apartment,2,2.0,Wuse,85000000.0
2024,Terraced Duplex,4,4.0,Jahi,350000000.0
2024,Terraced Duplex,4,4.0,Mabushi,250000000.0
2024,Flat / Apartment,3,3.0,Mabushi,180000000.0
2024,Terraced Duplex,4,4.0,Jahi,250000000.0
2024,Detached Duplex,4,4.0,Jahi,450000000.0
2024,Detached Duplex,6,7.0,Dakwo,200000000.0
2024,Terraced Duplex,4,5.0,Galadimawa,18200000.0
2024,Flat / Apartment,3,3.0,Wuye,100000000.0
2024,Detached Duplex,6,7.0,Guzape District,850000000.0
2024,Flat / Apartment,2,2.0,Mabushi,100000000.0
2024,Terraced Duplex,4,5.0,Katampe,160000000.0
2024,Flat / Apartment,3,3.0,Mabushi,150000000.0
2024,Detached Duplex,5,6.0,Galadimawa,300000000.0
2024,Flat / Apartment,3,3.0,Jahi,150000000.0
2024,Detached Duplex,5,5.0,Gwarinpa,350000000.0
2024,Terraced Duplex,4,5.0,Maitama District,600000000.0
2024,Detached Duplex,5,5.0,Wuye,550000000.0
2024,Terraced Duplex,4,4.0,Jabi,300000000.0
2023,Terraced Duplex,3,3.0,Apo,100000000.0
2024,Terraced Duplex,2,2.0,Lokogoma District,70000000.0
2024,Terraced Duplex,3,3.0,Kyami,42000000.0
2024,Detached Duplex,4,4.0,Apo,250000000.0
2023,Detached Duplex,5,5.0,Guzape District,600000000.0
2024,Detached Duplex,6,7.0,Maitama District,2000000000.0
2024,Flat / Apartment,3,4.0,Mabushi,85000000.0
2024,Detached Duplex,6,6.0,Asokoro District,1000000000.0
2024,Detached Duplex,5,5.0,Wuse 2,1500000000.0
2024,Detached Duplex,4,4.0,Kaura,350000000.0
2024,Detached Duplex,8,9.0,Asokoro District,2500000000.0
2024,Terraced Duplex,4,5.0,Jahi,320000000.0
2024,Detached Duplex,7,7.0,Guzape District,1700000000.0
2024,Terraced Duplex,4,4.0,Katampe,275000000.0
2024,Detached Bungalow,3,3.0,Lokogoma District,155000000.0
2024,Detached Duplex,6,6.0,Maitama District,3000000000.0
2024,Detached Duplex,5,5.0,Wuye,700000000.0
2024,Detached Duplex,7,7.0,Maitama District,4500000000.0
2024,Terraced Duplex,4,4.0,Katampe,180000000.0
2024,Terraced Duplex,4,5.0,Apo,145000000.0
2024,Detached Duplex,6,6.0,Guzape District,1600000000.0
2024,Detached Duplex,7,7.0,Guzape District,1500000000.0
2024,Terraced Duplex,4,5.0,Lokogoma District,32000000.0
2024,Detached Duplex,7,8.0,Katampe,3000000000.0
2024,Detached Duplex,5,5.0,Katampe,1300000000.0
2024,Flat / Apartment,3,3.0,Jahi,120000000.0
2024,Detached Duplex,5,5.0,Wuye,750000000.0
2024,Detached Duplex,4,4.0,Dakwo,285000000.0
2024,Detached Duplex,5,5.0,Maitama District,2600000000.0
2024,Detached Duplex,6,7.0,Wuse 2,2300000000.0
2024,Flat / Apartment,1,2.0,Katampe,68000000.0
2024,Detached Duplex,5,5.0,Asokoro District,680000000.0
2024,Detached Duplex,5,5.0,Gwarinpa,280000000.0
2024,Flat / Apartment,3,3.0,Gwarinpa,95000000.0
2024,Flat / Apartment,2,2.0,Gwarinpa,65000000.0
2024,Detached Duplex,6,7.0,Guzape District,1000000000.0
2024,Detached Duplex,5,6.0,Guzape District,700000000.0
2024,Terraced Duplex,4,4.0,Wuse,320000000.0
2024,Detached Duplex,5,5.0,Guzape District,280000000.0
2024,Terraced Duplex,4,4.0,Wuse,600000000.0
2024,Flat / Apartment,3,3.0,Mabushi,150000000.0
2024,Terraced Duplex,4,6.0,Jahi,320000000.0
2024,Flat / Apartment,2,2.0,Life Camp,77000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,100000000.0
2024,Flat / Apartment,3,3.0,Jabi,80000000.0
2024,Flat / Apartment,3,3.0,Kado,140000000.0
2024,Detached Duplex,4,4.0,Lugbe District,195000000.0
2024,Detached Duplex,6,6.0,Jabi,800000000.0
2024,Detached Duplex,9,9.0,Maitama District,3600000000.0
2024,Flat / Apartment,2,2.0,Kubwa,80000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,150000000.0
2024,Terraced Duplex,4,4.0,Kado,250000000.0
2024,Detached Duplex,7,8.0,Guzape District,1700000000.0
2024,Detached Duplex,5,6.0,Katampe,400000000.0
2024,Detached Duplex,5,5.0,Mbora (Nbora),350000000.0
2024,Flat / Apartment,3,3.0,Mabushi,150000000.0
2024,Detached Duplex,5,5.0,Katampe,150000000.0
2024,Detached Duplex,6,8.0,Guzape District,600000000.0
2024,Flat / Apartment,2,2.0,Gwarinpa,70000000.0
2024,Terraced Duplex,4,5.0,Dakwo,95000000.0
2024,Detached Duplex,5,6.0,Lugbe District,60000000.0
2024,Terraced Duplex,5,5.0,Jahi,250000000.0
2024,Terraced Duplex,5,5.0,Durumi,140000000.0
2024,Detached Duplex,6,6.0,Asokoro District,900000000.0
2024,Terraced Duplex,4,4.0,Jabi,550000000.0
2023,Terraced Duplex,4,4.0,Life Camp,90000000.0
2024,Flat / Apartment,2,2.0,Garki,85000000.0
2024,Detached Duplex,6,7.0,Kado,480000000.0
2024,Flat / Apartment,2,3.0,Wuye,75000000.0
2024,Terraced Duplex,4,4.0,Durumi,150000000.0
2024,Detached Duplex,4,4.0,Apo,220000000.0
2024,Detached Duplex,5,5.0,Wuye,700000000.0
2024,Flat / Apartment,2,2.0,Kaura,65000000.0
2024,Flat / Apartment,2,2.0,Guzape District,85000000.0
2024,Detached Duplex,5,6.0,Jahi,430000000.0
2024,Terraced Duplex,5,6.0,Jahi,620000000.0
2024,Detached Duplex,6,7.0,Maitama District,4000000000.0
2024,Detached Duplex,4,5.0,Lugbe District,240000000.0
2024,Terraced Duplex,4,5.0,Kado,240000000.0
2024,Detached Duplex,4,5.0,Lugbe District,170000000.0
2024,Detached Duplex,6,6.0,Asokoro District,6000000000.0
2024,Terraced Duplex,4,4.0,Kado,200000000.0
2024,Terraced Duplex,4,4.0,Jabi,1500000000.0
2024,Flat / Apartment,3,3.0,Mabushi,85000000.0
2024,Detached Duplex,5,6.0,Asokoro District,850000000.0
2024,Flat / Apartment,2,2.0,Other,55000000.0
2024,Terraced Duplex,5,6.0,Mabushi,230000000.0
2024,Flat / Apartment,2,2.0,Mabushi,70000000.0
2024,Detached Duplex,8,10.0,Wuye,900000000.0
2024,Flat / Apartment,2,3.0,Maitama District,4500000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,160000000.0
2024,Detached Duplex,6,6.0,Asokoro District,850000000.0
2024,Detached Duplex,7,9.0,Asokoro District,1500000000.0
2024,Flat / Apartment,3,3.0,Katampe,115000000.0
2024,Flat / Apartment,2,2.0,Kubwa,80000000.0
2024,Detached Bungalow,4,5.0,Kubwa,100000000.0
2024,Detached Duplex,6,6.0,Guzape District,900000000.0
2024,Terraced Duplex,4,4.0,Katampe,120000000.0
2024,Terraced Duplex,4,4.0,Jahi,280000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,180000000.0
2024,Terraced Duplex,4,4.0,Jahi,250000000.0
2024,Terraced Duplex,4,4.0,Wuse,360000000.0
2024,Terraced Duplex,4,4.0,Utako,600000000.0
2024,Detached Duplex,4,4.0,Asokoro District,1000000000.0
2024,Detached Duplex,5,6.0,Gwarinpa,450000000.0
2024,Detached Duplex,5,5.0,Guzape District,600000000.0
2024,Detached Duplex,9,9.0,Maitama District,5500000000.0
2024,Detached Duplex,4,4.0,Life Camp,400000000.0
2024,Detached Duplex,7,7.0,Maitama District,1200000000.0
2024,Detached Duplex,6,6.0,Kubwa,200000000.0
2024,Detached Duplex,6,7.0,Kaura,430000000.0
2024,Detached Duplex,6,6.0,Guzape District,800000000.0
2024,Detached Duplex,6,7.0,Guzape District,600000000.0
2024,Terraced Duplex,4,4.0,Kaura,250000000.0
2024,Flat / Apartment,3,3.0,Jahi,200000000.0
2023,Terraced Duplex,5,5.0,Kado,200000000.0
2024,Terraced Duplex,6,6.0,Jahi,400000000.0
2024,Terraced Duplex,4,4.0,Jahi,250000000.0
2024,Flat / Apartment,3,3.0,Idu Industrial,90000000.0
2023,Detached Duplex,7,8.0,Gwarinpa,400000000.0
2023,Detached Duplex,5,6.0,Gwarinpa,350000000.0
2023,Detached Duplex,7,8.0,Gwarinpa,400000000.0
2024,Detached Duplex,5,6.0,Guzape District,550000000.0
2024,Terraced Duplex,4,5.0,Guzape District,300000000.0
2023,Detached Duplex,5,6.0,Asokoro District,600000000.0
2023,Detached Duplex,5,6.0,Asokoro District,1200000000.0
2023,Detached Duplex,6,6.0,Maitama District,2200000000.0
2023,Detached Duplex,8,10.0,Maitama District,5500000000.0
2023,Detached Bungalow,3,4.0,Gwarinpa,130000000.0
2023,Detached Duplex,4,5.0,Gwarinpa,380000000.0
2023,Detached Duplex,6,7.0,Apo,600000000.0
2023,Detached Duplex,6,7.0,Asokoro District,1200000000.0
2024,Terraced Duplex,4,5.0,Life Camp,205000000.0
2024,Detached Duplex,6,7.0,Katampe,450000000.0
2024,Terraced Duplex,5,5.0,Jahi,450000000.0
2024,Detached Duplex,7,7.0,Katampe,800000000.0
2023,Detached Duplex,5,5.0,Guzape District,600000000.0
2024,Detached Duplex,7,7.0,Gwarinpa,750000000.0
2024,Terraced Duplex,4,5.0,Life Camp,850000000.0
2024,Detached Duplex,7,7.0,Gwarinpa,750000000.0
2024,Flat / Apartment,3,4.0,Jahi,120000000.0
2024,Detached Duplex,5,6.0,Asokoro District,850000000.0
2024,Terraced Duplex,5,5.0,Katampe,400000000.0
2024,Flat / Apartment,3,4.0,Katampe,130000000.0
2024,Terraced Duplex,4,5.0,Garki,250000000.0
2024,Detached Duplex,4,5.0,Mabushi,190000000.0
2024,Detached Duplex,7,8.0,Katampe,3000000000.0
2024,Detached Duplex,7,8.0,Katampe,3000000000.0
2024,Detached Duplex,5,6.0,Katampe,800000000.0
2024,Detached Duplex,4,5.0,Guzape District,450000000.0
2024,Detached Duplex,5,5.0,Jahi,450000000.0
2024,Terraced Duplex,4,4.0,Life Camp,280000000.0
2024,Terraced Duplex,5,5.0,Life Camp,1000000000.0
2024,Flat / Apartment,4,4.0,Jahi,140000000.0
2024,Flat / Apartment,3,4.0,Katampe,130000000.0
2024,Terraced Duplex,4,5.0,Guzape District,350000000.0
2024,Terraced Duplex,5,6.0,Jahi,360000000.0
2024,Detached Duplex,7,8.0,Guzape District,2600000000.0
2024,Detached Duplex,7,8.0,Guzape District,1500000000.0
2024,Detached Duplex,5,6.0,Asokoro District,850000000.0
2024,Flat / Apartment,2,2.0,Jahi,120000000.0
2024,Detached Duplex,5,5.0,Katampe,450000000.0
2024,Flat / Apartment,3,3.0,Garki,650000000.0
2024,Flat / Apartment,2,3.0,Mbora (Nbora),85000000.0
2024,Terraced Duplex,4,5.0,Dakibiyu,350000000.0
2023,Flat / Apartment,3,3.0,Life Camp,66000000.0
2023,Detached Duplex,5,5.0,Gwarinpa,270000000.0
2024,Detached Duplex,6,6.0,Kado,350000000.0
2024,Detached Duplex,6,6.0,Guzape District,950000000.0
2024,Detached Duplex,5,5.0,Lugbe District,100000000.0
2024,Terraced Duplex,5,6.0,Mabushi,280000000.0
2024,Detached Duplex,6,6.0,Idu Industrial,300000000.0
2024,Flat / Apartment,3,4.0,Gwarinpa,35000000.0
2024,Detached Duplex,7,8.0,Asokoro District,1700000000.0
2024,Terraced Duplex,4,5.0,Jahi,270000000.0
2024,Detached Bungalow,3,4.0,Gwarinpa,150000000.0
2024,Detached Duplex,5,5.0,Life Camp,300000000.0
2024,Detached Bungalow,3,3.0,Gaduwa,250000000.0
2024,Detached Duplex,5,6.0,Guzape District,700000000.0
2024,Detached Duplex,7,8.0,Gwarinpa,800000000.0
2024,Detached Bungalow,4,4.0,Wuse,350000000.0
2024,Flat / Apartment,2,2.0,Gudu,150000000.0
2024,Detached Duplex,3,3.0,Lugbe District,200000000.0
2024,Detached Duplex,6,6.0,Kado,355000000.0
2024,Terraced Duplex,4,5.0,Guzape District,365000000.0
2024,Flat / Apartment,5,5.0,Garki,500000000.0
2024,Detached Duplex,4,5.0,Katampe,500000000.0
2024,Terraced Duplex,3,4.0,Apo,105000000.0
2024,Flat / Apartment,2,3.0,Idu Industrial,60000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,270000000.0
2024,Detached Duplex,6,7.0,Gwarinpa,650000000.0
2024,Terraced Duplex,4,5.0,Jahi,300000000.0
2024,Detached Duplex,6,7.0,Lugbe District,190000000.0
2024,Terraced Duplex,4,5.0,Life Camp,170000000.0
2024,Flat / Apartment,3,4.0,Jahi,1200000000.0
2024,Terraced Duplex,4,4.0,Durumi,250000000.0
2024,Terraced Duplex,4,4.0,Life Camp,35000000000.0
2024,Detached Duplex,5,5.0,Katampe,500000000.0
2024,Terraced Duplex,4,4.0,Apo,140000000.0
2023,Detached Duplex,7,7.0,Wuye,750000000.0
2024,Detached Duplex,5,5.0,Jahi,420000000.0
2024,Terraced Duplex,4,4.0,Jahi,200000000.0
2024,Terraced Duplex,4,5.0,Jahi,250000000.0
2024,Detached Bungalow,3,3.0,Karsana,65000000.0
2024,Terraced Duplex,4,5.0,Wuse,350000000.0
2024,Detached Duplex,7,7.0,Asokoro District,4500000000.0
2024,Terraced Duplex,5,5.0,Durumi,300000000.0
2024,Terraced Duplex,4,4.0,Life Camp,280000000.0
2024,Terraced Duplex,4,4.0,Guzape District,220000000.0
2024,Flat / Apartment,2,3.0,Gwarinpa,70000000.0
2023,Detached Duplex,5,5.0,Maitama District,3000000000.0
2024,Detached Duplex,5,5.0,Apo,305000000.0
2024,Detached Duplex,5,5.0,Guzape District,350000000.0
2024,Detached Duplex,4,4.0,Apo,165000000.0
2023,Detached Duplex,8,10.0,Asokoro District,7500000000.0
2024,Flat / Apartment,3,3.0,Lugbe District,45000000.0
2024,Flat / Apartment,1,2.0,Durumi,55000000.0
2024,Detached Duplex,6,7.0,Katampe,1300000000.0
2024,Terraced Duplex,5,5.0,Life Camp,220000000.0
2024,Detached Duplex,4,5.0,Life Camp,135000000.0
2024,Detached Duplex,4,5.0,Guzape District,450000000.0
2024,Detached Duplex,5,6.0,Apo,1200000000.0
2024,Terraced Duplex,5,6.0,Jahi,400000000.0
2024,Detached Duplex,5,5.0,Gwarinpa,350000000.0
2024,Flat / Apartment,2,2.0,Gwarinpa,42000000.0
2024,Detached Bungalow,4,4.0,Gwarinpa,185000000000.0
2024,Flat / Apartment,2,2.0,Gwarinpa,53000000.0
2024,Flat / Apartment,2,2.0,Lugbe District,70000000.0
2023,Detached Duplex,7,6.0,Gwarinpa,350000000.0
2023,Detached Duplex,5,5.0,Gwarinpa,200000000.0
2023,Terraced Duplex,4,5.0,Life Camp,85000000.0
2023,Terraced Duplex,4,4.0,Life Camp,60000000.0
2023,Detached Duplex,7,7.0,Gwarinpa,800000000.0
2023,Flat / Apartment,2,2.0,Life Camp,24000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Terraced Duplex,4,4.0,Katampe,170000000.0
2024,Flat / Apartment,3,3.0,Kubwa,90000000.0
2024,Detached Duplex,4,4.0,Gwarinpa,230000000.0
2024,Detached Duplex,5,5.0,Gwarinpa,280000000.0
2024,Terraced Duplex,3,3.0,Wuse 2,350000000.0
2024,Detached Bungalow,3,5.0,Karsana,200000000.0
2024,Terraced Duplex,4,4.0,Guzape District,280000000.0
2024,Detached Duplex,5,5.0,Gwarinpa,550000000.0
2024,Flat / Apartment,2,2.0,Katampe,100000000.0
2024,Detached Duplex,8,8.0,Gwarinpa,550000000.0
2024,Terraced Duplex,4,5.0,Apo,180000000.0
2024,Terraced Duplex,3,4.0,Asokoro District,135000000.0
2024,Flat / Apartment,3,3.0,Wuye,100000000.0
2024,Detached Duplex,7,7.0,Gwarinpa,520000000.0
2024,Detached Duplex,7,9.0,Gwarinpa,460000000.0
2024,Flat / Apartment,3,3.0,Wuye,100000000.0
2024,Terraced Duplex,4,5.0,Jabi,210000000.0
2024,Detached Duplex,7,7.0,Katampe,1300000000.0
2024,Detached Duplex,5,5.0,Idu Industrial,200000000.0
2024,Terraced Duplex,4,4.0,Guzape District,1350000000.0
2024,Detached Duplex,6,7.0,Maitama District,3500000000.0
2024,Flat / Apartment,2,2.0,Life Camp,45000000.0
2024,Detached Duplex,5,6.0,Lugbe District,180000000.0
2024,Detached Bungalow,3,4.0,Lugbe District,60000000.0
2024,Detached Duplex,7,8.0,Karsana,500000000.0
2024,Detached Duplex,6,6.0,Apo,330000000.0
2024,Detached Bungalow,3,2.0,Lugbe District,58000000.0
2024,Detached Duplex,5,6.0,Life Camp,300000000.0
2024,Terraced Duplex,4,4.0,Karmo,78000000.0
2024,Flat / Apartment,2,2.0,Karmo,58000000.0
2024,Terraced Duplex,4,5.0,Karmo,200000000.0
2024,Detached Duplex,3,3.0,Lugbe District,78000000.0
2024,Detached Duplex,4,4.0,Guzape District,380000000.0
2024,Flat / Apartment,1,1.0,Lugbe District,15000000.0
2024,Detached Duplex,5,6.0,Guzape District,3500000000.0
2023,Detached Duplex,6,7.0,Asokoro District,750000000.0
2024,Terraced Duplex,3,3.0,Asokoro District,90000000.0
2024,Detached Duplex,6,6.0,Galadimawa,190000000.0
2024,Detached Duplex,7,8.0,Maitama District,2400000000.0
2024,Detached Duplex,6,6.0,Katampe,1300000000.0
2024,Terraced Duplex,3,4.0,Lokogoma District,60000000.0
2024,Detached Bungalow,3,3.0,Galadimawa,240000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Terraced Duplex,4,4.0,Karmo,200000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Detached Bungalow,3,4.0,Idu Industrial,30000000.0
2024,Flat / Apartment,3,4.0,Gwarinpa,70000000.0
2024,Detached Duplex,7,8.0,Gwarinpa,750000000.0
2024,Flat / Apartment,4,4.0,Mbora (Nbora),60000000.0
2024,Detached Duplex,4,4.0,Asokoro District,570000000.0
2024,Terraced Duplex,4,4.0,Apo,110000000.0
2024,Terraced Duplex,4,4.0,Idu Industrial,125000000.0
2024,Flat / Apartment,2,2.0,Idu Industrial,60300000.0
2024,Detached Bungalow,3,3.0,Lokogoma District,140000000.0
2024,Terraced Duplex,4,4.0,Wuse,445000000.0
2024,Flat / Apartment,3,3.0,Gwarinpa,60000000.0
2024,Detached Duplex,6,6.0,Kyami,150000000.0
2024,Flat / Apartment,3,4.0,Jahi,90000000.0
2024,Terraced Duplex,4,4.0,Apo,210000000.0
2024,Terraced Duplex,4,4.0,Apo,105000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Detached Duplex,6,7.0,Life Camp,290000000.0
2024,Detached Duplex,4,5.0,Asokoro District,570000000.0
2024,Detached Duplex,5,6.0,Guzape District,550000000.0
2024,Detached Duplex,7,8.0,Guzape District,3300000000.0
2024,Detached Duplex,8,9.0,Maitama District,4000000000.0
2024,Detached Duplex,6,7.0,Asokoro District,550000000.0
2024,Detached Duplex,6,7.0,Maitama District,1400000000.0
2024,Detached Duplex,6,7.0,Guzape District,920000000.0
2024,Detached Duplex,6,6.0,Guzape District,450000000.0
2024,Terraced Duplex,5,5.0,Guzape District,350000000.0
2024,Flat / Apartment,2,2.0,Guzape District,80000000.0
2024,Detached Bungalow,3,3.0,Gwarinpa,120000000.0
2024,Flat / Apartment,2,2.0,Other,60000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Flat / Apartment,3,4.0,Lugbe District,52000000.0
2024,Flat / Apartment,3,3.0,Katampe,140000000.0
2024,Detached Duplex,7,7.0,Kaura,600000000.0
2024,Detached Duplex,5,5.0,Wuye,510000000.0
2024,Terraced Duplex,4,5.0,Life Camp,55000000.0
2024,Terraced Duplex,4,4.0,Utako,300000000.0
2024,Detached Duplex,5,5.0,Maitama District,950000000.0
2024,Detached Duplex,4,4.0,Lugbe District,50000000.0
2024,Terraced Duplex,4,5.0,Jahi,150000000.0
2024,Detached Bungalow,2,3.0,Lugbe District,58000000.0
2024,Detached Duplex,4,4.0,Dakwo,100000000.0
2024,Terraced Duplex,4,4.0,Life Camp,160000000.0
2024,Detached Duplex,7,7.0,Gwarinpa,500000000.0
2024,Detached Duplex,6,6.0,Guzape District,1300000000.0
2024,Flat / Apartment,3,4.0,Jahi,120000000.0
2024,Detached Duplex,5,5.0,Guzape District,500000000.0
2024,Flat / Apartment,3,4.0,Jahi,120000000.0
2024,Detached Duplex,7,8.0,Jahi,500000000.0
2023,Detached Duplex,5,6.0,Maitama District,4000000000.0
2024,Detached Duplex,6,7.0,Asokoro District,1600000000.0
2024,Terraced Duplex,4,4.0,Maitama District,650000000.0
2024,Terraced Duplex,5,5.0,Dakibiyu,350000000.0
2024,Detached Duplex,4,6.0,Guzape District,370000000.0
2024,Detached Duplex,5,6.0,Guzape District,500000000.0
2024,Detached Duplex,5,5.0,Lokogoma District,260000000.0
