id,added_on_year,type,bedrooms,bathrooms,toilets,parking_spaces,town,state,price
5098,2024,Detached Duplex,7,7,8,6,Gwarinpa,Abuja,"₦250,000,000"
5099,2024,Detached Duplex,5,5,6,5,Gwarinpa,Abuja,"₦450,000,000"
5100,2024,Detached Duplex,4,4,5,4,Asokoro District,Abuja,"₦190,000,000"
5101,2024,Terraced Duplex,4,4,5,Unknown,Guzape District,Abuja,"₦1,700,000,000"
5102,2024,Detached Duplex,8,8,9,5,Gwarinpa,Abuja,"₦700,000,000"
5103,2024,Detached Duplex,7,7,7,4,Maitama District,Abuja,"₦2,500,000,000"
5104,2024,Terraced Duplex,4,5,5,5,Life Camp,Abuja,"₦200,000,000"
5105,2024,Detached Duplex,4,5,5,5,Gwarinpa,Abuja,"₦190,000,000"
5106,2024,Terraced Duplex,4,4,5,Unknown,Mabushi,Abuja,"₦250,000,000"
5107,2024,Terraced Duplex,4,4,5,4,Jahi,Abuja,"₦300,000,000"
5108,2024,Detached Bungalow,3,3,4,55,Mbora (Nbora),Abuja,"₦145,000,000"
5109,2024,Detached Duplex,7,7,8,10,Katampe,Abuja,"₦1,350,000,000"
5110,2024,Detached Duplex,5,5,6,12,Kado,Abuja,"₦280,000,000"
5111,2024,House,4,4,5,Unknown,Katampe,Abuja,"₦270,000,000"
5112,2024,Detached Duplex,5,5,6,5,Lugbe District,Abuja,"₦69,452,000"
5113,2024,Terraced Duplex,4,4,5,Unknown,Gwarinpa,Abuja,"₦160,000,000"
5114,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦360,000,000"
5115,2024,Terraced Duplex,4,4,5,Unknown,Utako,Abuja,"₦300,000,000"
5116,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦250,000,000"
5117,2024,Detached Duplex,5,6,6,7,Guzape District,Abuja,"₦850,000,000"
5118,2024,Detached Duplex,7,7,7,10,Gwarinpa,Abuja,"₦470,000,000"
5119,2024,Detached Duplex,4,4,4,Unknown,Lugbe District,Abuja,"₦90,000,000"
5120,2024,Detached Duplex,4,4,4,4,Lugbe District,Abuja,"₦140,000,000"
5121,2024,Flat / Apartment,2,2,3,Unknown,Mabushi,Abuja,"₦80,000,000"
5122,2024,Terraced Duplex,2,2,3,8,Garki,Abuja,"₦200,000,000"
5123,2024,Detached Duplex,6,6,7,Unknown,Maitama District,Abuja,"₦3,500,000,000"
5124,2024,Terraced Duplex,4,4,5,Unknown,Lokogoma District,Abuja,"₦150,000,000"
5125,2024,Detached Duplex,5,6,6,Unknown,Kukwaba,Abuja,"₦320,000,000"
5126,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦350,000,000"
5127,2024,Terraced Duplex,4,6,6,6,Kubwa,Abuja,"₦130,000,000"
5128,2024,Terraced Duplex,4,4,4,Unknown,Asokoro District,Abuja,"₦230,000,000"
5129,2024,Detached Bungalow,3,3,4,7,Galadimawa,Abuja,"₦50,000,000"
5130,2024,Terraced Duplex,4,5,5,Unknown,Guzape District,Abuja,"₦225,000,000"
5131,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
5132,2024,Terraced Duplex,4,4,5,Unknown,Guzape District,Abuja,"₦250,000,000"
5133,2024,House,2,3,3,3,Apo,Abuja,"₦15,812,287"
5134,2024,Flat / Apartment,2,3,3,Unknown,Kyami,Abuja,"₦26,484,800"
5135,2024,Flat / Apartment,2,3,3,3,Guzape District,Abuja,"₦54,168,423"
5136,2024,Terraced Duplex,4,4,5,Unknown,Apo,Abuja,"₦220,000,000"
5137,2024,Detached Duplex,9,12,12,5,Gwarinpa,Abuja,"₦250,000,000"
5138,2024,Detached Duplex,7,8,8,Unknown,Maitama District,Abuja,"₦3,000,000,000"
5139,2024,Detached Duplex,8,7,9,5,Maitama District,Abuja,"₦3,000,000,000"
5140,2024,Detached Duplex,5,6,6,Unknown,Galadimawa,Abuja,"₦100,000,000"
5141,2024,Terraced Duplex,5,3,4,5,Guzape District,Abuja,"₦170,000,000"
5142,2024,Terraced Duplex,4,5,5,4,Jabi,Abuja,"₦95,000,000"
5143,2024,Terraced Duplex,4,4,5,Unknown,Wuse 2,Abuja,"₦750,000,000"
5144,2024,Detached Duplex,5,5,6,4,Guzape District,Abuja,"₦500,000,000"
5145,2024,Detached Duplex,4,4,4,20,Gwarinpa,Abuja,"₦280,000,000"
5146,2024,Terraced Duplex,4,5,5,Unknown,Katampe,Abuja,"₦275,000,000"
5147,2024,Terraced Duplex,4,4,5,Unknown,Asokoro District,Abuja,"₦290,000,000"
5148,2024,Detached Duplex,5,5,6,Unknown,Jahi,Abuja,"₦350,000,000"
5149,2024,Detached Duplex,6,7,7,Unknown,Wuse 2,Abuja,"₦2,000,000,000"
5150,2024,Terraced Duplex,4,5,5,Unknown,Kado,Abuja,"₦300,000,000"
5151,2024,Terraced Duplex,4,5,5,Unknown,Wuye,Abuja,"₦350,000,000"
5152,2024,Terraced Duplex,3,3,4,Unknown,Kyami,Abuja,"₦37,700,000"
5153,2024,Flat / Apartment,3,3,4,Unknown,Jahi,Abuja,"₦140,000,008"
5154,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
5155,2024,Detached Duplex,5,5,6,4,Katampe,Abuja,"₦650,000,000"
5156,2024,Detached Duplex,6,6,7,8,Katampe,Abuja,"₦1,000,000,000"
5157,2024,Terraced Duplex,4,4,5,Unknown,Gwarinpa,Abuja,"₦110,000,000"
5158,2024,Detached Duplex,5,5,6,Unknown,Katampe,Abuja,"₦500,000,000"
5159,2024,Detached Duplex,7,7,8,10,Guzape District,Abuja,"₦3,300,000,000"
5160,2024,Terraced Duplex,5,5,6,Unknown,Apo,Abuja,"₦145,000,000"
5161,2024,Detached Duplex,4,4,5,Unknown,Maitama District,Abuja,"₦900,000,000"
5162,2024,Detached Duplex,5,5,6,Unknown,Karsana,Abuja,"₦450,000,000"
5163,2024,Detached Duplex,6,6,7,Unknown,Guzape District,Abuja,"₦950,000,000"
5164,2024,Detached Duplex,5,5,6,Unknown,Idu Industrial,Abuja,"₦230,000,000"
5165,2024,Detached Duplex,6,6,7,Unknown,Guzape District,Abuja,"₦450,000,000"
5166,2024,Detached Duplex,5,5,6,5,Wuye,Abuja,"₦650,000,000"
5167,2024,Detached Duplex,7,8,8,Unknown,Katampe,Abuja,"₦3,000,000,000"
5168,2024,Terraced Duplex,5,5,6,Unknown,Life Camp,Abuja,"₦280,000,000"
5169,2024,Flat / Apartment,3,3,4,Unknown,Wuye,Abuja,"₦130,000,000"
5170,2024,Detached Duplex,6,6,7,Unknown,Apo,Abuja,"₦310,000,000"
5171,2024,Detached Bungalow,3,3,4,6,Lokogoma District,Abuja,"₦155,000,000"
5172,2024,Terraced Duplex,4,4,5,3,Wuse 2,Abuja,"₦750,000,000"
5173,2024,Detached Duplex,4,4,5,Unknown,Durumi,Abuja,"₦130,000,000"
5174,2024,Terraced Duplex,5,5,6,Unknown,Apo,Abuja,"₦120,000,000"
5175,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦250,000,000"
5176,2024,Terraced Duplex,4,4,5,Unknown,Kaura,Abuja,"₦145,000,000"
5177,2024,Terraced Duplex,5,5,6,Unknown,Wuse 2,Abuja,"₦500,000,000"
5178,2024,Detached Duplex,5,5,6,Unknown,Guzape District,Abuja,"₦600,000,000"
5179,2024,Detached Duplex,4,4,5,Unknown,Guzape District,Abuja,"₦340,000,000"
5180,2024,Terraced Duplex,4,4,5,Unknown,Gaduwa,Abuja,"₦200,000,000"
5181,2024,Terraced Duplex,4,45,5,Unknown,Mabushi,Abuja,"₦240,000,000"
5182,2024,Terraced Duplex,5,5,6,12,Maitama District,Abuja,"₦3,500,000,000"
5183,2024,Detached Duplex,6,6,7,Unknown,Apo,Abuja,"₦500,000,000"
5184,2024,Detached Duplex,6,6,7,Unknown,Apo,Abuja,"₦350,000,000"
5185,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦250,000,000"
5186,2024,Detached Duplex,6,Unknown,Unknown,Unknown,Katampe,Abuja,"₦2,000,000,000"
5187,2024,House,7,Unknown,8,Unknown,Guzape District,Abuja,"₦3,300,000,000"
5188,2024,Detached Duplex,5,5,6,Unknown,Apo,Abuja,"₦350,000,000"
5189,2024,Detached Duplex,5,5,6,5,Katampe,Abuja,"₦430,000,000"
5190,2024,Terraced Duplex,5,5,6,Unknown,Wuye,Abuja,"₦250,000,000"
5191,2024,Terraced Duplex,4,4,5,Unknown,Lokogoma District,Abuja,"₦180,000,000"
5192,2024,Terraced Duplex,4,5,6,Unknown,Life Camp,Abuja,"₦195,000,000"
5193,2024,Detached Duplex,5,5,6,5,Jahi,Abuja,"₦320,000,000"
5194,2024,Detached Duplex,6,6,7,8,Life Camp,Abuja,"₦295,000,000"
5195,2024,Detached Duplex,5,5,6,6,Jabi,Abuja,"₦350,000,000"
5196,2024,Terraced Duplex,5,5,6,3,Mabushi,Abuja,"₦350,000,000"
5197,2024,Terraced Duplex,4,4,5,Unknown,Guzape District,Abuja,"₦350,000,000"
5198,2024,Detached Duplex,5,5,6,Unknown,Asokoro District,Abuja,"₦850,000,000"
5199,2024,Terraced Duplex,4,4,5,8,Katampe,Abuja,"₦210,000,000"
5200,2024,Detached Bungalow,3,3,4,Unknown,Karsana,Abuja,"₦67,000,000"
5201,2024,Flat / Apartment,3,Unknown,4,Unknown,Jahi,Abuja,"₦130,000,000"
5202,2024,Detached Duplex,4,4,5,Unknown,Lokogoma District,Abuja,"₦190,000,000"
5203,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦290,000,000"
5204,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
5205,2024,Detached Duplex,6,6,7,10,Durumi,Abuja,"₦500,000,000"
5206,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦250,000,000"
5207,2024,Terraced Duplex,4,4,5,Unknown,Katampe,Abuja,"₦150,000,000"
5208,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦360,000,000"
5209,2024,Terraced Duplex,5,5,6,Unknown,Jahi,Abuja,"₦290,000,000"
5210,2024,Detached Duplex,6,6,7,Unknown,Life Camp,Abuja,"₦290,000,000"
5211,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
5212,2024,Detached Duplex,6,7,7,Unknown,Utako,Abuja,"₦360,000,000"
5213,2024,Terraced Duplex,5,5,6,3,Guzape District,Abuja,"₦350,000,000"
5214,2024,Detached Duplex,5,5,6,Unknown,Guzape District,Abuja,"₦500,000,000"
5215,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
5216,2024,Detached Duplex,7,7,8,6,Guzape District,Abuja,"₦1,400,000,000"
5217,2024,Detached Duplex,6,6,7,11,Guzape District,Abuja,"₦1,500,000,000"
5218,2024,Detached Duplex,6,6,7,Unknown,Guzape District,Abuja,"₦450,000,000"
5219,2024,Detached Duplex,6,8,8,20,Maitama District,Abuja,"₦1,600,000,000"
5220,2024,Flat / Apartment,2,2,3,3,Karmo,Abuja,"₦65,000,000"
5221,2023,Terraced Duplex,4,5,6,4,Wuye,Abuja,"₦190,000,000"
5222,2023,Terraced Duplex,4,4,5,6,Maitama District,Abuja,"₦450,000,000"
5223,2024,Detached Duplex,5,5,6,4,Jahi,Abuja,"₦250,000,000"
5224,2024,Flat / Apartment,3,3,4,Unknown,Life Camp,Abuja,"₦90,000,000"
5225,2024,Terraced Duplex,3,3,4,Unknown,Gaduwa,Abuja,"₦100,000,000"
5226,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦210,000,000"
5227,2024,Detached Duplex,5,Unknown,Unknown,Unknown,Guzape District,Abuja,"₦2,800,000,000"
5228,2024,Terraced Duplex,4,4,5,4,Utako,Abuja,"₦280,000,000"
5229,2024,House,2,3,3,Unknown,Kyami,Abuja,"₦26,484,800"
5230,2024,Terraced Duplex,4,4,5,Unknown,Wuse,Abuja,"₦320,000,000"
5231,2024,Detached Duplex,4,4,5,Unknown,Durumi,Abuja,"₦200,000,000"
5232,2024,Flat / Apartment,3,Unknown,5,Unknown,Mabushi,Abuja,"₦130,000,000"
5233,2024,Detached Duplex,5,6,6,7,Maitama District,Abuja,"₦1,700,000,000"
5234,2024,Detached Duplex,5,5,6,6,Katampe,Abuja,"₦600,000,000"
5235,2024,Detached Duplex,5,5,6,6,Jahi,Abuja,"₦360,000,000"
5236,2024,Detached Duplex,6,7,7,7,Guzape District,Abuja,"₦900,000,000"
5237,2024,Detached Duplex,6,6,7,Unknown,Mabushi,Abuja,"₦750,000,000"
5238,2024,Detached Duplex,7,8,8,8,Gwarinpa,Abuja,"₦450,000,000"
5239,2024,Terraced Duplex,4,4,5,Unknown,Utako,Abuja,"₦280,000,000"
5240,2024,Terraced Duplex,4,4,5,Unknown,Durumi,Abuja,"₦200,000,000"
5241,2024,Terraced Duplex,4,4,5,Unknown,Asokoro District,Abuja,"₦170,000,000"
5242,2024,House,5,Unknown,Unknown,Unknown,Guzape District,Abuja,"₦350,000,000"
5243,2024,Flat / Apartment,3,Unknown,Unknown,Unknown,Guzape District,Abuja,"₦14,000,000,000"
5244,2024,Terraced Duplex,4,4,5,4,Durumi,Abuja,"₦250,000,000"
5245,2024,Terraced Duplex,4,4,5,Unknown,Utako,Abuja,"₦280,000,000"
5246,2024,Terraced Duplex,4,4,5,4,Wuse 2,Abuja,"₦750,000,000"
5247,2024,Detached Duplex,5,5,6,5,Guzape District,Abuja,"₦600,000,000"
5248,2024,Flat / Apartment,3,3,4,3,Maitama District,Abuja,"₦400,000,000"
5249,2024,Flat / Apartment,3,4,4,2,Jahi,Abuja,"₦125,000,000"
5250,2024,Detached Duplex,5,5,6,Unknown,Guzape District,Abuja,"₦2,800,000,000"
5251,2024,Detached Duplex,7,7,8,Unknown,Asokoro District,Abuja,"₦1,600,000,000"
5252,2024,Detached Duplex,7,8,8,9,Guzape District,Abuja,"₦850,000,000"
5253,2024,Terraced Duplex,4,5,5,4,Guzape District,Abuja,"₦240,000,000"
5254,2024,Terraced Duplex,4,4,5,5,Gwarinpa,Abuja,"₦165,000,000"
5255,2024,Detached Duplex,4,Unknown,Unknown,Unknown,Maitama District,Abuja,"₦250,000,000"
5256,2024,House,5,Unknown,Unknown,Unknown,Jabi,Abuja,"₦850,000,000"
5257,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
5258,2024,Terraced Duplex,4,4,5,Unknown,Wuse,Abuja,"₦330,000,000"
5259,2024,Flat / Apartment,3,3,4,Unknown,Jahi,Abuja,"₦140,000,000"
5260,2024,Detached Duplex,5,5,6,6,Maitama District,Abuja,"₦3,950,000,000"
5261,2024,House,1,1,1,Unknown,Kyami,Abuja,"₦16,490,880"
5262,2024,Detached Bungalow,3,3,4,Unknown,Lokogoma District,Abuja,"₦85,000,000"
5263,2024,Detached Duplex,5,5,6,Unknown,Jahi,Abuja,"₦400,000,000"
5264,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦850,000,000"
5265,2024,Detached Duplex,5,5,6,Unknown,Apo,Abuja,"₦320,000,000"
5266,2024,Detached Duplex,5,5,6,Unknown,Galadimawa,Abuja,"₦470,000,000"
5267,2024,Terraced Duplex,4,Unknown,Unknown,Unknown,Katampe,Abuja,"₦600,000,000"
5268,2024,Detached Duplex,5,6,6,8,Katampe,Abuja,"₦600,000,000"
5269,2024,Terraced Duplex,3,3,4,12,Gwarinpa,Abuja,"₦170,000,000"
5270,2024,Detached Duplex,5,Unknown,Unknown,Unknown,Lugbe District,Abuja,"₦115,000,000"
5271,2024,Detached Duplex,5,Unknown,Unknown,Unknown,Katampe,Abuja,"₦550,000,000"
5272,2024,Detached Bungalow,3,Unknown,Unknown,Unknown,Apo,Abuja,"₦150,000,000"
5273,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦280,000,000"
5274,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦280,000,000"
5275,2024,Detached Duplex,5,5,6,4,Gwarinpa,Abuja,"₦230,000,000"
5276,2024,Flat / Apartment,3,4,4,Unknown,Mabushi,Abuja,"₦130,000,000"
5277,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
5278,2024,Flat / Apartment,2,2,3,Unknown,Kubwa,Abuja,"₦110,000,000"
5279,2024,Terraced Duplex,3,4,4,5,Life Camp,Abuja,"₦65,000,000"
5280,2024,Detached Duplex,4,5,5,6,Life Camp,Abuja,"₦240,000,000"
5281,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
5282,2024,House,5,Unknown,Unknown,Unknown,Wuye,Abuja,"₦400,000,000"
5283,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
5284,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
5285,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦160,000,000"
5286,2024,Flat / Apartment,2,3,3,2,Mabushi,Abuja,"₦47,000,000"
5287,2024,Detached Duplex,5,5,6,5,Guzape District,Abuja,"₦650,000,000"
5288,2024,Flat / Apartment,2,3,3,2,Gwarinpa,Abuja,"₦60,000,000"
5289,2024,Detached Duplex,9,10,10,10,Katampe,Abuja,"₦2,500,000,000"
5290,2024,Detached Duplex,5,6,6,9,Gwarinpa,Abuja,"₦350,000,000"
5291,2024,Detached Duplex,4,5,5,6,Jahi,Abuja,"₦400,000,000"
5292,2024,Terraced Duplex,4,5,5,5,Life Camp,Abuja,"₦135,000,000"
5293,2024,Detached Duplex,5,6,6,6,Gwarinpa,Abuja,"₦120,000,000"
5294,2023,Flat / Apartment,3,3,4,Unknown,Gudu,Abuja,"₦130,000,000"
5295,2024,Detached Duplex,5,6,6,6,Gwarinpa,Abuja,"₦280,000,000"
5296,2024,Flat / Apartment,2,3,3,3,Jabi,Abuja,"₦270,000,000"
5297,2024,Flat / Apartment,1,23,Unknown,Unknown,Jabi,Abuja,"₦160,000,000"
5298,2024,Terraced Duplex,4,Unknown,Unknown,Unknown,Katampe,Abuja,"₦600,000,000"
5299,2024,Terraced Duplex,3,4,4,2,Gwarinpa,Abuja,"₦60,000,000"
5300,2024,House,5,5,6,Unknown,Jabi,Abuja,"₦550,000,000"
5301,2024,Terraced Duplex,4,4,5,Unknown,Katampe,Abuja,"₦280,000,000"
5302,2024,Detached Duplex,5,5,6,Unknown,Apo,Abuja,"₦500,000,000"
5303,2024,Flat / Apartment,3,3,4,Unknown,Kado,Abuja,"₦90,000,000"
5304,2024,Terraced Duplex,4,Unknown,5,Unknown,Guzape District,Abuja,"₦480,000,000"
5305,2024,Terraced Duplex,4,Unknown,5,Unknown,Guzape District,Abuja,"₦450,000,000"
5306,2024,Terraced Duplex,4,4,5,Unknown,Mabushi,Abuja,"₦188,000,000"
5307,2024,Terraced Duplex,4,Unknown,5,Unknown,Jabi,Abuja,"₦270,000,000"
5308,2024,Detached Duplex,4,4,5,7,Life Camp,Abuja,"₦155,000,000"
5309,2024,Detached Duplex,4,4,5,6,Life Camp,Abuja,"₦200,000,080"
5310,2024,Detached Duplex,5,5,6,Unknown,Galadimawa,Abuja,"₦150,000,000"
5311,2024,Detached Duplex,5,5,6,Unknown,Guzape District,Abuja,"₦2,500,000,000"
5312,2024,Detached Duplex,5,5,6,Unknown,Guzape District,Abuja,"₦600,000,000"
5313,2024,Terraced Duplex,5,5,6,7,Gaduwa,Abuja,"₦130,000,000"
5314,2024,Flat / Apartment,4,4,5,Unknown,Wuye,Abuja,"₦120,000,000"
5315,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦230,000,000"
5316,2024,Terraced Duplex,4,4,5,Unknown,Katampe,Abuja,"₦278,000,000"
5317,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦220,000,000"
5318,2024,Terraced Duplex,4,4,5,Unknown,Wuye,Abuja,"₦200,000,000"
5319,2024,Detached Duplex,5,5,6,6,Lokogoma District,Abuja,"₦280,000,000,000"
5320,2024,Flat / Apartment,2,2,3,Unknown,Life Camp,Abuja,"₦65,000,000"
5321,2024,Flat / Apartment,2,2,3,Unknown,Life Camp,Abuja,"₦75,000,000"
5322,2024,Terraced Duplex,5,Unknown,6,Unknown,Wuye,Abuja,"₦170,000,000"
5323,2024,Terraced Duplex,4,Unknown,5,Unknown,Life Camp,Abuja,"₦140,000,000"
5324,2024,House,4,4,5,Unknown,Jahi,Abuja,"₦165,000,000"
5325,2024,Detached Duplex,11,Unknown,12,15,Guzape District,Abuja,"₦2,500,000,000"
5326,2024,Terraced Duplex,4,4,5,Unknown,Durumi,Abuja,"₦200,000,000"
5327,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦180,000,000"
5328,2024,Detached Duplex,4,4,5,5,Wuye,Abuja,"₦465,000,000"
5329,2024,Detached Duplex,5,5,6,4,Wuye,Abuja,"₦578,000,000"
5330,2024,Detached Duplex,5,5,6,5,Jabi,Abuja,"₦490,000,000"
5331,2024,Terraced Duplex,4,4,5,Unknown,Jabi,Abuja,"₦290,000,000"
5332,2024,Terraced Duplex,4,4,5,Unknown,Jabi,Abuja,"₦280,000,000"
5333,2024,Flat / Apartment,3,Unknown,4,Unknown,Jabi,Abuja,"₦85,000,000"
5334,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦200,000,000"
5335,2024,Terraced Duplex,4,Unknown,5,Unknown,Life Camp,Abuja,"₦175,000,000"
5336,2024,Detached Duplex,5,5,6,Unknown,Guzape District,Abuja,"₦850,000,000"
5337,2024,Detached Bungalow,3,3,4,Unknown,Idu Industrial,Abuja,"₦90,000,000"
5338,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
5339,2024,Detached Duplex,5,5,6,Unknown,Guzape District,Abuja,"₦700,000,000"
5340,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦300,000,000"
5341,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦200,000,000"
5342,2024,Detached Duplex,5,5,6,Unknown,Apo,Abuja,"₦270,000,000"
5343,2024,Detached Duplex,8,9,9,7,Gwarinpa,Abuja,"₦500,000,000"
5344,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
5345,2024,Detached Duplex,7,Unknown,Unknown,Unknown,Katampe,Abuja,"₦900,000,000"
5346,2024,Terraced Duplex,4,4,5,4,Katampe,Abuja,"₦110,000,000"
5347,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
5348,2024,Detached Duplex,8,8,9,Unknown,Maitama District,Abuja,"₦1,700,000,000"
5349,2024,Flat / Apartment,3,3,4,3,Katampe,Abuja,"₦168,080,000"
5350,2024,Terraced Duplex,4,4,5,3,Katampe,Abuja,"₦268,039,000"
5351,2024,Terraced Duplex,4,4,5,Unknown,Katampe,Abuja,"₦200,000,000"
5352,2024,Flat / Apartment,2,2,3,Unknown,Gwarinpa,Abuja,"₦60,000,000"
5353,2024,Detached Duplex,5,5,6,Unknown,Katampe,Abuja,"₦650,000,000"
5354,2024,Detached Duplex,4,4,Unknown,5,Kado,Abuja,"₦250,000,000"
5355,2024,Detached Duplex,5,6,6,4,Guzape District,Abuja,"₦600,000,000"
5356,2024,Terraced Duplex,5,5,6,Unknown,Gwarinpa,Abuja,"₦350,000,000"
5357,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
5358,2024,Flat / Apartment,2,2,3,Unknown,Utako,Abuja,"₦1,400,000,000"
5359,2024,Detached Duplex,7,7,8,8,Karsana,Abuja,"₦450,000,000"
5360,2024,Terraced Duplex,4,4,5,Unknown,Mabushi,Abuja,"₦300,000,000"
5361,2024,Flat / Apartment,3,3,4,Unknown,Jahi,Abuja,"₦125,000,000"
5362,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦200,000,000"
5363,2024,Terraced Duplex,4,4,5,Unknown,Katampe,Abuja,"₦600,000,000"
5364,2024,Terraced Duplex,4,4,5,Unknown,Mabushi,Abuja,"₦250,000,000"
5365,2024,Detached Bungalow,3,3,4,8,Lokogoma District,Abuja,"₦42,000,000"
5366,2024,Terraced Duplex,3,3,4,Unknown,Kaura,Abuja,"₦75,000,000"
5367,2024,Terraced Duplex,5,5,6,3,Guzape District,Abuja,"₦250,000,000"
5368,2024,Flat / Apartment,3,3,4,Unknown,Mabushi,Abuja,"₦800,000,000"
5369,2024,Terraced Duplex,3,3,4,Unknown,Kaura,Abuja,"₦75,000,000"
5370,2024,Detached Duplex,5,6,6,6,Gwarinpa,Abuja,"₦400,000,000"
5371,2024,Detached Duplex,8,9,9,9,Gwarinpa,Abuja,"₦500,000,000"
5372,2024,Detached Duplex,5,6,6,6,Apo,Abuja,"₦500,000,000"
5373,2024,Detached Bungalow,3,4,4,Unknown,Gwarinpa,Abuja,"₦95,000,000"
5374,2024,Detached Duplex,5,5,6,8,Katampe,Abuja,"₦1,150,000,000"
5375,2024,Detached Duplex,6,Unknown,Unknown,Unknown,Maitama District,Abuja,"₦1,350,000,000"
5376,2024,Terraced Duplex,4,5,5,12,Jabi,Abuja,"₦140,000,000"
5377,2024,Detached Duplex,6,6,7,14,Maitama District,Abuja,"₦3,700,000,000"
5378,2024,Detached Duplex,4,4,5,Unknown,Wuse,Abuja,"₦450,000,000"
5379,2024,Detached Duplex,5,5,6,Unknown,Katampe,Abuja,"₦550,000,000"
5380,2024,Detached Duplex,5,6,6,Unknown,Asokoro District,Abuja,"₦850,000,000"
5381,2024,Detached Duplex,6,Unknown,Unknown,Unknown,Kado,Abuja,"₦350,000,000"
5382,2024,Terraced Duplex,4,5,5,4,Jahi,Abuja,"₦250,000,000"
5383,2024,Detached Duplex,5,6,6,6,Gwarinpa,Abuja,"₦400,000,000"
5384,2024,Detached Duplex,7,8,8,6,Gwarinpa,Abuja,"₦400,000,000"
5385,2024,Detached Duplex,6,6,7,6,Guzape District,Abuja,"₦700,000,000"
5386,2024,Detached Duplex,6,7,7,7,Gwarinpa,Abuja,"₦450,000,000"
5387,2024,Detached Duplex,4,5,5,6,Lugbe District,Abuja,"₦150,000,000"
5388,2024,Terraced Duplex,4,Unknown,Unknown,Unknown,Katampe,Abuja,"₦600,000,000"
5389,2024,Flat / Apartment,3,Unknown,5,Unknown,Jahi,Abuja,"₦130,000,000"
5390,2024,Flat / Apartment,3,Unknown,Unknown,Unknown,Wuye,Abuja,"₦140,000,000"
5391,2024,Flat / Apartment,2,Unknown,Unknown,Unknown,Jahi,Abuja,"₦170,000,000"
5392,2024,Terraced Duplex,4,5,5,2,Jahi,Abuja,"₦250,000,000"
5393,2024,Terraced Duplex,4,4,5,Unknown,Gaduwa,Abuja,"₦180,000,000"
5394,2024,Detached Duplex,6,Unknown,Unknown,Unknown,Maitama District,Abuja,"₦1,800,000,000"
5395,2024,Detached Duplex,6,Unknown,Unknown,Unknown,Mabushi,Abuja,"₦800,000,000"
5396,2024,Terraced Duplex,5,Unknown,Unknown,Unknown,Guzape District,Abuja,"₦350,000,000"
5397,2024,Terraced Duplex,4,Unknown,Unknown,Unknown,Katampe,Abuja,"₦270,000,000"
5398,2024,Detached Duplex,5,5,6,Unknown,Karsana,Abuja,"₦250,000,000"
5399,2024,Terraced Duplex,4,4,5,Unknown,Guzape District,Abuja,"₦210,000,000"
5400,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
5401,2024,Flat / Apartment,3,3,4,Unknown,Jahi,Abuja,"₦130,000,000"
5402,2024,Detached Duplex,6,6,7,Unknown,Jahi,Abuja,"₦350,000,000"
