id,added_on_year,type,bedrooms,bathrooms,toilets,parking_spaces,town,state,price
2307,2023,Detached Duplex,6,7,7,7,Guzape District,Abuja,"₦900,000,000"
2308,2023,Detached Duplex,6,7,7,8,Apo,Abuja,"₦500,000,000"
2309,2023,Terraced Duplex,4,4,5,3,Wuye,Abuja,"₦250,000,000"
2310,2023,Detached Duplex,6,7,7,5,Jabi,Abuja,"₦900,000,000"
2311,2023,Terraced Duplex,4,5,5,2,Guzape District,Abuja,"₦300,000,000"
2312,2023,Terraced Duplex,4,4,5,3,Life Camp,Abuja,"₦120,000,000"
2313,2023,Detached Duplex,5,6,6,5,Jabi,Abuja,"₦350,000,000"
2314,2023,Flat / Apartment,3,4,4,2,Life Camp,Abuja,"₦100,000,000"
2315,2023,Flat / Apartment,3,4,4,2,Life Camp,Abuja,"₦250,000,000"
2316,2023,Terraced Duplex,4,5,5,3,Jahi,Abuja,"₦250,000,000"
2317,2023,Detached Bungalow,3,4,4,6,Galadimawa,Abuja,"₦150,000,000"
2318,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
2319,2023,Detached Duplex,5,6,6,7,Katampe,Abuja,"₦450,000,000"
2320,2023,Flat / Apartment,3,4,4,2,Maitama District,Abuja,"₦100,000,000"
2321,2023,Terraced Duplex,5,6,6,5,Guzape District,Abuja,"₦300,000,000"
2322,2023,Flat / Apartment,3,4,4,2,Life Camp,Abuja,"₦100,000,000"
2323,2023,Terraced Duplex,4,5,5,2,Jahi,Abuja,"₦280,000,000"
2324,2023,Detached Duplex,8,9,9,15,Guzape District,Abuja,"₦1,500,000,000"
2325,2023,Detached Duplex,5,6,6,10,Guzape District,Abuja,"₦500,000,000"
2326,2023,Terraced Duplex,3,4,4,3,Kubwa,Abuja,"₦65,000,000"
2327,2023,Detached Duplex,6,6,6,10,Guzape District,Abuja,"₦2,000,000,000"
2328,2023,Detached Duplex,8,9,9,10,Asokoro District,Abuja,"₦3,500,000,000"
2329,2023,Flat / Apartment,3,Unknown,4,Unknown,Katampe,Abuja,"₦180,000,000"
2330,2023,Terraced Duplex,4,5,5,3,Jahi,Abuja,"₦300,000,000"
2331,2023,Flat / Apartment,1,1,1,2,Lugbe District,Abuja,"₦32,000,000"
2332,2023,Detached Duplex,9,9,10,Unknown,Katampe,Abuja,"₦950,000,000"
2333,2023,Detached Duplex,4,5,5,10,Central Area Phase 2,Abuja,"₦200,000,000"
2334,2023,Detached Duplex,5,6,6,6,Guzape District,Abuja,"₦400,000,000"
2335,2023,Flat / Apartment,2,2,3,2,Life Camp,Abuja,"₦46,000,000"
2336,2023,House,3,3,4,2,Guzape District,Abuja,"₦120,000,000"
2337,2023,Detached Duplex,6,6,7,4,Apo,Abuja,"₦340,000,000"
2338,2023,Detached Duplex,5,6,6,5,Apo,Abuja,"₦500,000,000"
2339,2023,Detached Duplex,9,9,10,15,Asokoro District,Abuja,"₦1,500,000,000"
2340,2023,Detached Bungalow,3,4,4,5,Gwarinpa,Abuja,"₦130,000,000"
2341,2023,Terraced Duplex,4,5,5,3,Jahi,Abuja,"₦280,000,000"
2342,2025,Detached Duplex,9,9,10,40,Maitama District,Abuja,"₦9,000,000,000"
2343,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Jahi,Abuja,"₦310,000,000"
2344,2025,Terraced Duplex,4,4,5,3,Jahi,Abuja,"₦290,000,000"
2345,2025,Detached Duplex,4,4,5,10,Galadimawa,Abuja,"₦145,000,000"
2346,2025,Detached Duplex,4,5,5,Unknown,Maitama District,Abuja,"₦330,000,000"
2347,2025,Detached Duplex,5,5,6,Unknown,Galadimawa,Abuja,"₦170,000,000"
2348,2025,Terraced Duplex,4,5,5,Unknown,Guzape District,Abuja,"₦350,000,000"
2349,2025,Detached Duplex,5,Unknown,Unknown,Unknown,Life Camp,Abuja,"₦650,000,000"
2350,2025,Detached Duplex,2,3,3,Unknown,Lugbe District,Abuja,"₦250,000,000"
2351,2025,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦300,000,000"
2352,2025,Detached Duplex,4,4,5,8,Galadimawa,Abuja,"₦145,000,000"
2353,2025,Detached Duplex,5,5,6,8,Lokogoma District,Abuja,"₦140,000,000"
2354,2025,Detached Duplex,7,8,7,15,Wuye,Abuja,"₦1,500,000,000"
2355,2025,Terraced Duplex,4,4,5,3,Life Camp,Abuja,"₦250,000,000"
2356,2025,Terraced Duplex,5,5,6,3,Life Camp,Abuja,"₦250,000,000"
2357,2025,Terraced Duplex,4,5,5,3,Wuse 2,Abuja,"₦500,000,000"
2358,2025,Terraced Duplex,4,4,5,3,Guzape District,Abuja,"₦450,000,000"
2359,2025,Flat / Apartment,2,2,3,11,Kubwa,Abuja,"₦45,000,000"
2360,2025,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦150,000,000"
2361,2025,Detached Duplex,7,9,9,7,Guzape District,Abuja,"₦649,900,000"
2362,2025,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦215,000,000"
2363,2025,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦350,000,000"
2364,2025,Terraced Duplex,2,2,3,Unknown,Mabushi,Abuja,"₦270,000,000"
2365,2025,Detached Duplex,4,Unknown,Unknown,Unknown,Life Camp,Abuja,"₦200,000,000"
2366,2025,Flat / Apartment,2,2,3,Unknown,Mabushi,Abuja,"₦1,100,000,000"
2367,2025,Detached Bungalow,3,5,4,8,Lugbe District,Abuja,"₦50,000,000"
2368,2025,Detached Duplex,6,6,7,Unknown,Life Camp,Abuja,"₦450,000,000"
2369,2025,Detached Duplex,5,Unknown,Unknown,Unknown,Katampe,Abuja,"₦450,000,000"
2370,2025,Terraced Duplex,4,5,5,4,Life Camp,Abuja,"₦290,000,000"
2371,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Gwarinpa,Abuja,"₦160,000,000"
2372,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Gwarinpa,Abuja,"₦120,000,000"
2373,2025,Detached Duplex,5,4,5,3,Life Camp,Abuja,"₦90,000,000"
2374,2025,Detached Duplex,4,5,5,10,Lugbe District,Abuja,"₦80,000,000"
2375,2025,Terraced Duplex,4,4,5,5,Mabushi,Abuja,"₦270,000,000"
2376,2025,Terraced Duplex,4,4,5,4,Jahi,Abuja,"₦300,000,000"
2377,2025,Terraced Duplex,4,4,5,4,Jahi,Abuja,"₦350,000,000"
2378,2025,Terraced Duplex,4,4,5,4,Jahi,Abuja,"₦350,000,000"
2379,2025,Terraced Duplex,4,4,5,4,Jahi,Abuja,"₦215,000,000"
2380,2025,Detached Duplex,5,5,6,4,Guzape District,Abuja,"₦950,000,000"
2381,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Wuse 2,Abuja,"₦500,000,000"
2382,2025,Detached Bungalow,3,5,4,10,Lugbe District,Abuja,"₦65,000,000"
2383,2025,Terraced Duplex,4,5,5,Unknown,Jahi,Abuja,"₦350,000,000"
2384,2025,Detached Duplex,5,5,6,2,Asokoro District,Abuja,"₦1,300,000,000"
2385,2025,Flat / Apartment,3,4,4,Unknown,Katampe,Abuja,"₦110,000,000"
2386,2025,Terraced Duplex,4,4,5,Unknown,Wuse 2,Abuja,"₦500,000,000"
2387,2025,Terraced Duplex,4,5,5,Unknown,Jahi,Abuja,"₦320,000,000"
2388,2025,Terraced Duplex,3,3,3,3,Galadimawa,Abuja,"₦150,000,000"
2389,2025,House,4,5,4,Unknown,Kaura,Abuja,"₦320,000,000"
2390,2025,Flat / Apartment,3,3,4,Unknown,Katampe,Abuja,"₦140,000,000"
2391,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
2392,2025,Flat / Apartment,3,3,4,3,Katampe,Abuja,"₦110,000,000"
2393,2025,Detached Duplex,8,8,10,Unknown,Wuse 2,Abuja,"₦5,000,000,000"
2394,2025,Flat / Apartment,3,3,4,4,Katampe,Abuja,"₦120,000,000"
2395,2025,Terraced Duplex,4,4,5,5,Garki,Abuja,"₦280,000,000"
2396,2025,Flat / Apartment,3,3,4,4,Katampe,Abuja,"₦140,000,000"
2397,2025,Flat / Apartment,3,3,4,4,Wuye,Abuja,"₦240,000,000"
2398,2025,Detached Duplex,4,4,5,5,Dakibiyu,Abuja,"₦270,000,000"
2399,2025,Terraced Duplex,3,3,4,5,Dakibiyu,Abuja,"₦130,000,000"
2400,2025,Terraced Duplex,5,4,5,Unknown,Gaduwa,Abuja,"₦120,000,000"
2401,2025,Terraced Duplex,4,5,5,3,Jahi,Abuja,"₦200,000,000"
2402,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Wuye,Abuja,"₦240,000,000"
2403,2025,Flat / Apartment,2,Unknown,3,Unknown,Life Camp,Abuja,"₦70,000,000"
2404,2025,Terraced Duplex,5,Unknown,Unknown,Unknown,Wuse 2,Abuja,"₦500,000,000"
2405,2025,Terraced Duplex,6,6,7,Unknown,Life Camp,Abuja,"₦380,000,000"
2406,2025,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦220,000,000"
2407,2025,Terraced Duplex,4,5,5,Unknown,Guzape District,Abuja,"₦270,000,000"
2408,2025,Detached Duplex,5,6,6,Unknown,Galadimawa,Abuja,"₦300,000,000"
2409,2025,Detached Duplex,4,5,5,Unknown,Katampe,Abuja,"₦350,000,000"
2410,2025,Detached Duplex,4,5,5,Unknown,Katampe,Abuja,"₦350,000,000"
2411,2025,Terraced Duplex,4,5,5,Unknown,Kado,Abuja,"₦190,000,000"
2412,2025,Detached Duplex,7,8,8,5,Asokoro District,Abuja,"₦1,800,000,000"
2413,2025,Detached Duplex,5,6,6,Unknown,Katampe,Abuja,"₦450,000,000"
2414,2025,Detached Duplex,3,6,4,10,Lugbe District,Abuja,"₦250,000,000"
2415,2025,Detached Duplex,5,5,6,3,Asokoro District,Abuja,"₦650,000,000"
2416,2025,Flat / Apartment,3,4,4,Unknown,Wuye,Abuja,"₦235,000,000"
2417,2025,Detached Duplex,5,5,6,3,Guzape District,Abuja,"₦850,000,000"
2418,2025,Detached Duplex,5,5,6,3,Kado,Abuja,"₦315,000,000"
2419,2025,Terraced Duplex,4,4,5,2,Guzape District,Abuja,"₦330,000,000"
2420,2025,Detached Duplex,5,5,6,6,Guzape District,Abuja,"₦600,000,000"
2421,2025,Terraced Duplex,5,5,6,Unknown,Asokoro District,Abuja,"₦3,000,000,000"
2422,2025,Terraced Duplex,4,4,5,Unknown,Wuse 2,Abuja,"₦500,000,000"
2423,2025,Detached Duplex,5,5,6,Unknown,Wuse 2,Abuja,"₦2,000,000,000"
2424,2025,Detached Duplex,4,4,5,Unknown,Katampe,Abuja,"₦400,000,000"
2425,2025,Flat / Apartment,3,Unknown,Unknown,Unknown,Idu Industrial,Abuja,"₦60,000,000"
2426,2025,Flat / Apartment,2,Unknown,Unknown,Unknown,Mabushi,Abuja,"₦130,000,000"
2427,2025,Flat / Apartment,3,4,4,Unknown,Katampe,Abuja,"₦140,000,000"
2428,2025,Detached Duplex,4,4,5,5,Lugbe District,Abuja,"₦180,000,000"
2429,2025,Detached Duplex,5,5,6,3,Karsana,Abuja,"₦400,000,000"
2430,2025,Detached Duplex,4,4,5,5,Lugbe District,Abuja,"₦160,000,000"
2431,2025,House,3,3,4,3,Wuye,Abuja,"₦235,000,000"
2432,2025,Detached Duplex,5,5,6,6,Wuye,Abuja,"₦800,000,000"
2433,2025,Flat / Apartment,2,2,3,3,Katampe,Abuja,"₦180,000,000"
2434,2025,Detached Duplex,5,5,6,7,Apo,Abuja,"₦280,000,000"
2435,2025,Terraced Duplex,5,5,6,4,Guzape District,Abuja,"₦275,000,000"
2436,2025,Flat / Apartment,3,3,4,3,Maitama District,Abuja,"₦350,000,000"
2437,2024,Flat / Apartment,3,4,4,Unknown,Jahi,Abuja,"₦150,000,000"
2438,2025,Flat / Apartment,3,3,4,2,Karmo,Abuja,"₦70,000,000"
2439,2025,Detached Duplex,6,6,7,5,Kado,Abuja,"₦900,000,000"
2440,2025,Flat / Apartment,3,3,4,3,Jahi,Abuja,"₦90,000,000"
2441,2025,Terraced Duplex,4,4,5,4,Jahi,Abuja,"₦280,000,000"
2442,2025,Detached Duplex,7,7,8,15,Asokoro District,Abuja,"₦1,500,000,000"
2443,2025,Flat / Apartment,2,2,3,2,Gwarinpa,Abuja,"₦65,000,000"
2444,2025,Terraced Duplex,3,Unknown,4,2,Life Camp,Abuja,"₦160,000,000"
2445,2025,House,12,12,13,55,Life Camp,Abuja,"₦1,500,000,000"
2446,2025,Terraced Duplex,4,4,5,4,Karsana,Abuja,"₦120,000,000"
2447,2025,Terraced Duplex,4,4,5,3,Life Camp,Abuja,"₦220,000,000"
2448,2025,Flat / Apartment,2,2,3,4,Karmo,Abuja,"₦60,000,000"
2449,2025,Detached Duplex,4,4,5,5,Katampe,Abuja,"₦370,000,000"
2450,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Life Camp,Abuja,"₦250,000,000"
2451,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Life Camp,Abuja,"₦200,000,000"
2452,2025,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦130,000,000"
2453,2025,Flat / Apartment,2,Unknown,Unknown,Unknown,Jahi,Abuja,"₦135,000,000"
2454,2025,Detached Duplex,7,7,8,Unknown,Lokogoma District,Abuja,"₦400,000,000"
2455,2025,Detached Duplex,6,8,7,10,Katampe,Abuja,"₦1,200,000,000"
2456,2025,Flat / Apartment,2,3,3,12,Life Camp,Abuja,"₦75,000,000"
2457,2025,Detached Duplex,4,4,5,5,Apo,Abuja,"₦200,000,000"
2458,2025,Terraced Duplex,4,4,4,Unknown,Life Camp,Abuja,"₦90,000,000"
2459,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Kado,Abuja,"₦190,000,000"
2460,2025,Flat / Apartment,3,Unknown,Unknown,Unknown,Durumi,Abuja,"₦120,000,000"
2461,2025,Terraced Duplex,4,Unknown,5,Unknown,Gwarinpa,Abuja,"₦160,000,000"
2462,2025,House,4,Unknown,Unknown,Unknown,Jahi,Abuja,"₦320,000,000"
2463,2025,Flat / Apartment,2,Unknown,Unknown,Unknown,Life Camp,Abuja,"₦68,000,000"
2464,2025,Detached Duplex,5,6,6,Unknown,Jahi,Abuja,"₦400,000,000"
2465,2025,House,4,Unknown,5,Unknown,Jahi,Abuja,"₦300,000,000"
2466,2025,Detached Duplex,4,5,5,4,Katampe,Abuja,"₦350,000,000"
2467,2025,Detached Duplex,5,5,6,8,Karmo,Abuja,"₦250,000,000"
2468,2025,Detached Duplex,4,4,5,4,Katampe,Abuja,"₦650,000,000"
2469,2025,Flat / Apartment,3,3,4,3,Gwarinpa,Abuja,"₦65,000,000"
2470,2025,Detached Duplex,6,6,7,7,Wuye,Abuja,"₦650,000,000"
2471,2025,Detached Duplex,5,5,6,7,Life Camp,Abuja,"₦600,000,000"
2472,2025,Terraced Duplex,4,4,5,4,Gwarinpa,Abuja,"₦170,000,000"
2473,2025,Terraced Duplex,4,4,5,5,Wuse 2,Abuja,"₦750,000,000"
2474,2025,Terraced Duplex,4,4,5,4,Gwarinpa,Abuja,"₦160,000,000"
2475,2025,Detached Duplex,6,6,7,6,Katampe,Abuja,"₦500,000,000"
2476,2025,Flat / Apartment,4,5,5,Unknown,Kado,Abuja,"₦190,000,000"
2477,2025,Flat / Apartment,3,3,4,3,Jahi,Abuja,"₦140,000,000"
2478,2025,Terraced Duplex,6,6,7,5,Mbora (Nbora),Abuja,"₦2,500,000,000"
2479,2024,Terraced Duplex,4,4,5,5,Life Camp,Abuja,"₦140,000,000"
2480,2025,Terraced Duplex,4,5,5,Unknown,Wuse 2,Abuja,"₦500,000,000"
2481,2025,Terraced Duplex,4,4,5,4,Life Camp,Abuja,"₦135,000,000"
2482,2025,Terraced Duplex,4,4,5,Unknown,Katampe,Abuja,"₦10,000,000"
2483,2025,Terraced Duplex,4,4,5,4,Kado,Abuja,"₦190,000,000"
2484,2025,Terraced Duplex,4,5,5,Unknown,Wuse 2,Abuja,"₦500,000,000"
2485,2025,Terraced Duplex,4,4,5,3,Wuse,Abuja,"₦460,000,000"
2486,2025,Terraced Duplex,4,4,5,5,Kado,Abuja,"₦190,000,000"
2487,2025,Terraced Duplex,4,5,5,Unknown,Kado,Abuja,"₦190,000,000"
2488,2025,Detached Duplex,4,5,5,Unknown,Jabi,Abuja,"₦260,000,000"
2489,2025,Detached Duplex,6,7,7,Unknown,Kado,Abuja,"₦850,000,000"
2490,2025,Detached Duplex,7,8,8,Unknown,Asokoro District,Abuja,"₦4,800,000,000"
2491,2025,Detached Duplex,7,8,8,Unknown,Asokoro District,Abuja,"₦4,800,000,000"
2492,2025,Flat / Apartment,2,2,3,Unknown,Katampe,Abuja,"₦130,000,000"
2493,2025,Detached Duplex,6,6,7,Unknown,Gwarinpa,Abuja,"₦470,000,000"
2494,2025,Detached Duplex,4,4,5,Unknown,Wuse,Abuja,"₦470,000,000"
2495,2025,Detached Duplex,5,5,6,Unknown,Apo,Abuja,"₦450,000,000"
2496,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
2497,2025,Terraced Duplex,4,4,5,3,Jahi,Abuja,"₦220,000"
2498,2025,Detached Duplex,4,4,5,8,Gaduwa,Abuja,"₦255,000,000"
2499,2025,Terraced Duplex,4,4,5,6,Gaduwa,Abuja,"₦135,000,000"
2500,2025,Terraced Duplex,4,4,5,6,Gaduwa,Abuja,"₦200,000,000"
2501,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
2502,2025,Flat / Apartment,2,2,3,7,Garki,Abuja,"₦375,000,000"
2503,2025,Flat / Apartment,3,Unknown,Unknown,Unknown,Guzape District,Abuja,"₦170,000,000"
2504,2025,House,4,Unknown,5,Unknown,Gwarinpa,Abuja,"₦300,000,000"
2505,2025,Flat / Apartment,2,2,3,4,Life Camp,Abuja,"₦70,000,000"
2506,2025,Flat / Apartment,3,3,4,4,Life Camp,Abuja,"₦80,000,000"
2507,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Life Camp,Abuja,"₦170,000,000"
2508,2025,Terraced Duplex,3,Unknown,Unknown,Unknown,Gwarinpa,Abuja,"₦140,000,000"
2509,2025,Flat / Apartment,3,3,4,3,Life Camp,Abuja,"₦80,000,000"
2510,2025,Terraced Duplex,4,4,5,5,Life Camp,Abuja,"₦170,000,000"
2511,2025,Detached Duplex,4,4,5,6,Jabi,Abuja,"₦260,000,000"
2512,2025,House,30,Unknown,Unknown,Unknown,Guzape District,Abuja,"₦900,000,000"
2513,2025,Terraced Duplex,3,3,4,6,Lokogoma District,Abuja,"₦85,000,000"
2514,2025,Detached Duplex,4,4,5,4,Mbora (Nbora),Abuja,"₦265,000,000"
2515,2025,Detached Bungalow,3,Unknown,Unknown,Unknown,Galadimawa,Abuja,"₦120,000,000"
2516,2025,Detached Bungalow,3,Unknown,Unknown,Unknown,Galadimawa,Abuja,"₦130,000,000"
2517,2024,Terraced Duplex,4,5,5,4,Life Camp,Abuja,"₦280,000,000"
2518,2025,Flat / Apartment,2,2,3,2,Life Camp,Abuja,"₦70,000,000"
2519,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Idu Industrial,Abuja,"₦110,000,000"
2520,2025,Terraced Duplex,5,Unknown,Unknown,Unknown,Gwarinpa,Abuja,"₦180,000,000"
2521,2025,Flat / Apartment,2,2,3,3,Jahi,Abuja,"₦110,000,000"
2522,2025,House,6,Unknown,Unknown,Unknown,Wuse 2,Abuja,"₦2,000,000,000"
2523,2025,Detached Duplex,5,Unknown,Unknown,Unknown,Jahi,Abuja,"₦350,000,000"
2524,2025,Flat / Apartment,3,3,4,2,Katampe,Abuja,"₦90,000,000"
2525,2025,Terraced Duplex,4,Unknown,5,Unknown,Gwarinpa,Abuja,"₦160,000,000"
2526,2025,Flat / Apartment,3,3,4,Unknown,Life Camp,Abuja,"₦100,000,000"
2527,2024,Terraced Duplex,5,6,6,3,Jabi,Abuja,"₦220,000,000"
2528,2025,Detached Duplex,4,Unknown,Unknown,Unknown,Jabi,Abuja,"₦260,000,000"
2529,2025,Terraced Duplex,4,Unknown,Unknown,Unknown,Life Camp,Abuja,"₦180,000,000"
2530,2025,Terraced Duplex,5,5,6,4,Katampe,Abuja,"₦350,000,000"
2531,2025,Detached Duplex,7,7,8,15,Guzape District,Abuja,"₦1,800,000,000"
2532,2025,Terraced Duplex,4,4,5,5,Gwarinpa,Abuja,"₦160,000,000"
2533,2025,Terraced Duplex,4,4,5,4,Asokoro District,Abuja,"₦230,000,000"
2534,2025,Detached Duplex,5,5,6,5,Asokoro District,Abuja,"₦650,000,000"
2535,2025,Detached Duplex,9,10,10,9,Guzape District,Abuja,"₦6,000,000,000"
2536,2025,Flat / Apartment,2,2,3,3,Life Camp,Abuja,"₦70,000,000"
2537,2025,Flat / Apartment,3,3,4,4,Karmo,Abuja,"₦70,000,000"
2538,2025,Terraced Duplex,5,5,6,4,Kado,Abuja,"₦315,000,000"
2539,2025,Flat / Apartment,3,3,4,3,Life Camp,Abuja,"₦80,000,000"
2540,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
2541,2025,Flat / Apartment,3,3,4,4,Karmo,Abuja,"₦60,000,000"
2542,2025,Detached Duplex,6,6,7,7,Kado,Abuja,"₦850,000,000"
2543,2025,Flat / Apartment,2,2,3,4,Jahi,Abuja,"₦135,000,000"
2544,2025,Detached Duplex,5,6,6,Unknown,Asokoro District,Abuja,"₦1,700,000,000"
2545,2025,Detached Duplex,5,5,Unknown,6,Guzape District,Abuja,"₦600,000,000"
2546,2025,House,4,4,5,4,Mabushi,Abuja,"₦250,000,000"
2547,2025,Flat / Apartment,3,4,4,Unknown,Kado,Abuja,"₦100,000,000"
2548,2025,Terraced Duplex,2,2,3,Unknown,Apo,Abuja,"₦80,000,000"
2549,2025,Terraced Duplex,4,4,5,4,Gwarinpa,Abuja,"₦150,000,000"
2550,2025,Terraced Duplex,3,4,5,2,Dakibiyu,Abuja,"₦125,000,000"
2551,2025,Flat / Apartment,2,2,3,10,Gwarinpa,Abuja,"₦55,000,000"
2552,2025,Flat / Apartment,3,3,4,3,Gaduwa,Abuja,"₦71,000,000"
2553,2025,Terraced Duplex,3,3,4,3,Jabi,Abuja,"₦125,000,000"
2554,2025,Flat / Apartment,3,3,4,2,Mabushi,Abuja,"₦160,000,000"
2555,2025,Terraced Duplex,4,4,5,3,Galadimawa,Abuja,"₦140,000,000"
2556,2025,House,4,4,5,2,Gaduwa,Abuja,"₦150,000,000"
2557,2025,Detached Duplex,5,6,6,Unknown,Kuje,Abuja,"₦95,000,000"
2558,2025,Detached Duplex,4,5,5,6,Guzape District,Abuja,"₦1,600,000,000"
2559,2025,Detached Duplex,7,7,8,3,Maitama District,Abuja,"₦2,500,000,000"
2560,2025,Detached Duplex,5,5,6,Unknown,Katampe,Abuja,"₦350,000,000"
2561,2025,Flat / Apartment,3,3,4,Unknown,Guzape District,Abuja,"₦130,000,000"
2562,2025,Detached Duplex,6,6,7,Unknown,Gwarinpa,Abuja,"₦470,000,000"
2563,2025,Detached Duplex,4,5,6,6,Kado,Abuja,"₦550,000,000"
2564,2025,Detached Duplex,6,6,7,7,Kado,Abuja,"₦850,000,000"
2565,2025,Flat / Apartment,3,3,4,3,Life Camp,Abuja,"₦95,000,000"
2566,2025,Detached Duplex,4,4,5,2,Kubwa,Abuja,"₦300,000,000"
2567,2025,Terraced Duplex,4,4,5,4,Life Camp,Abuja,"₦180,000,000"
2568,2025,Terraced Duplex,4,4,5,5,Jabi,Abuja,"₦240,000,000"
2569,2025,Flat / Apartment,3,Unknown,4,Unknown,Maitama District,Abuja,"₦320,000,000"
2570,2025,Flat / Apartment,2,3,3,Unknown,Jahi,Abuja,"₦135,000,000"
2571,2025,Detached Duplex,5,5,6,6,Apo,Abuja,"₦500,000,000"
2572,2025,Detached Duplex,6,6,7,8,Apo,Abuja,"₦470,000,000"
2573,2025,Detached Duplex,7,7,8,10,Guzape District,Abuja,"₦1,500,000,000"
2574,2025,Detached Duplex,4,4,5,7,Kado,Abuja,"₦550,000,000"
2575,2025,Detached Duplex,6,6,7,8,Kado,Abuja,"₦850,000,000"
2576,2025,Terraced Duplex,4,4,5,5,Kado,Abuja,"₦250,000,000"
2577,2025,Detached Duplex,4,4,5,5,Wuse,Abuja,"₦450,000,000"
2578,2025,Flat / Apartment,2,2,Unknown,Unknown,Jabi,Abuja,"₦80,000,000"
2579,2025,Detached Duplex,6,7,7,Unknown,Kado,Abuja,"₦850,000,000"
2580,2025,Terraced Duplex,3,3,3,4,Life Camp,Abuja,"₦160,000,000"
2581,2025,Terraced Duplex,3,3,4,3,Idu Industrial,Abuja,"₦58,000,000"
2582,2024,Detached Duplex,5,5,6,8,Lokogoma District,Abuja,"₦165,000,000"
2583,2025,Terraced Duplex,4,4,4,4,Apo,Abuja,"₦190,000,000"
2584,2025,Flat / Apartment,3,3,4,3,Kaura,Abuja,"₦78,000,000"
2585,2025,Detached Bungalow,2,4,2,10,Lugbe District,Abuja,"₦50,000,000"
2586,2025,Detached Duplex,4,Unknown,Unknown,Unknown,Wuse 2,Abuja,"₦470,000,000"
2587,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
2588,2025,Terraced Duplex,4,4,5,3,Jahi,Abuja,"₦280,000,000"
2589,2025,Terraced Duplex,4,5,5,3,Jahi,Abuja,"₦250,000,000"
2590,2025,Detached Bungalow,5,5,6,20,Nyanya,Abuja,"₦90,000,000"
2591,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
2592,2024,Flat / Apartment,3,Unknown,4,Unknown,Jahi,Abuja,"₦120,000,000"
2593,2024,Terraced Duplex,5,Unknown,6,Unknown,Jahi,Abuja,"₦420,000,000"
2594,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
2595,2025,Detached Duplex,6,6,7,5,Katampe,Abuja,"₦750,000,000"
2596,2025,Flat / Apartment,2,Unknown,3,Unknown,Gwarinpa,Abuja,"₦65,000,000"
2597,2025,Terraced Duplex,4,5,5,Unknown,Galadimawa,Abuja,"₦140,000,000"
2598,2025,Flat / Apartment,3,4,4,Unknown,Durumi,Abuja,"₦120,000,000"
2599,2025,Detached Duplex,5,6,7,Unknown,Guzape District,Abuja,"₦800,000,000"
2600,2025,Detached Duplex,5,5,6,5,Wuye,Abuja,"₦830,000,000"
2601,2025,Detached Bungalow,3,3,4,5,Karsana,Abuja,"₦180,000,000"
2602,2025,Detached Bungalow,3,3,4,5,Karsana,Abuja,"₦150,000,000"
2603,2025,Detached Duplex,6,6,7,4,Apo,Abuja,"₦270,000,000"
2604,2025,Detached Duplex,7,6,8,4,Guzape District,Abuja,"₦1,000,000,000"
2605,2025,Detached Duplex,7,7,8,5,Lugbe District,Abuja,"₦700,000,000"
2606,2025,Terraced Duplex,4,5,5,Unknown,Life Camp,Abuja,"₦135,000,000"
2607,2025,Detached Duplex,4,4,5,4,Guzape District,Abuja,"₦380,000,000"
2608,2025,Terraced Duplex,3,3,3,3,Kabusa,Abuja,"₦90,000,000"
2609,2025,Detached Duplex,5,Unknown,Unknown,Unknown,Guzape District,Abuja,"₦2,500,000,000"
2610,2025,Flat / Apartment,3,3,4,2,Jahi,Abuja,"₦130,000"
2611,2025,Flat / Apartment,2,2,3,2,Jahi,Abuja,"₦110,000,000"
2612,2025,Flat / Apartment,3,3,4,3,Karmo,Abuja,"₦58,000,000"
2613,2025,Detached Duplex,5,5,6,4,Jahi,Abuja,"₦420,000,000"
2614,2025,Flat / Apartment,3,3,4,2,Jahi,Abuja,"₦125,000,000"
2615,2025,House,3,4,4,3,Lokogoma District,Abuja,"₦44,000,000"
